PhotoID,X,Y,Z,Omega,Phi,Kappa,r11,r12,r13,r21,r22,r23,r31,r32,r33
DJI_20220712132043_0001	607822.1076925479574129	5906836.5610572677105665	1032.5868091191393887	20.3261890384263069	1.0150534582952009	-90.7075328004421664	-0.0123465253086455	-0.9377347475830521	-0.3471326929117331	0.9997668421224981	-0.0054264037766113	-0.0209001324029723	0.0177150982275503	-0.3473098002035115	0.9375831045712085
DJI_20220712132044_0002	607832.4280297736404464	5906836.7618680531159043	1032.5641563986473557	20.2467882583765970	1.0833806282878811	-90.5907966579757016	-0.0103093209297760	-0.9382283274539411	-0.3458631571372502	0.9997680865610633	-0.0031312023148618	-0.0213065404534516	0.0189074322952151	-0.3460026027865166	0.9380430202655731
DJI_20220712132046_0003	607845.1134150426369160	5906837.0221882350742817	1032.5721634894678118	20.1788195286334648	1.1134794224451057	-90.5207329407100474	-0.0090866630434025	-0.9386427617795413	-0.3447712260523061	0.9997698756844856	-0.0018274970212427	-0.0213741883697634	0.0194326588135678	-0.3448861058574459	0.9384433631061188
DJI_20220712132047_0004	607858.9773985033389181	5906837.3788816248998046	1032.5871290278214474	20.1295941491369064	0.9585565602271888	-90.8131227711761255	-0.0141892072562725	-0.9389037747833612	-0.3438871444165852	0.9997593713883886	-0.0075676655926830	-0.0205895545986884	0.0167291876232470	-0.3440965447879903	0.9387852268471386
DJI_20220712132048_0005	607873.0137887091841549	5906837.7541899988427758	1032.6122227649195793	20.1226112894789111	0.8741715963176723	-90.9081206994733861	-0.0158471879681697	-0.9389238070655597	-0.3437600197216315	0.9997580224134688	-0.0096335184303470	-0.0197760446642664	0.0152565806592642	-0.3439902321987767	0.9388492727261495
DJI_20220712132050_0006	607887.1977108409628272	5906837.8996685929596424	1032.6371957072540226	20.1127416853864069	0.8957168373213891	-90.6555188521879245	-0.0114393146753497	-0.9390178484585828	-0.3436780795395182	0.9998123647952448	-0.0053678355050952	-0.0186124029757292	0.0156325711992357	-0.3438265065671995	0.9389030600117866
DJI_20220712132051_0007	607900.4619357490446419	5906838.1200546091422439	1032.6218253282340811	20.1259099305670901	1.0056174850367907	-90.2508854929696440	-0.0043780894844464	-0.9389561896530577	-0.3440088752411429	0.9998363938978785	0.0019273806954569	-0.0179852895706867	0.0175504350303023	-0.3440313344971155	0.9387941324456504
DJI_20220712132052_0008	607913.9464849994983524	5906838.4669741010293365	1032.6235965144189777	20.1420898000273532	0.8650513693730105	-90.4955143273375455	-0.0086472630326145	-0.9388513951426977	-0.3442140070953738	0.9998486349048342	-0.0029207407236780	-0.0171515758041237	0.0150974210044114	-0.3443102192968367	0.9387345422252134
DJI_20220712132053_0009	607927.3057875323574990	5906838.8160581495612860	1032.6067675930369205	20.1647701459463313	0.8905621046084632	-90.4586297669500823	-0.0080035471054451	-0.9387179754056511	-0.3445932470087674	0.9998471734972604	-0.0021561832616469	-0.0173487902541298	0.0155426150718149	-0.3446794358879829	0.9385917715347135
DJI_20220712132055_0010	607941.2706992920720950	5906839.1591876363381743	1032.5997105652063510	20.1669345102798445	0.8518753087624666	-90.5275075983863502	-0.0092055967742700	-0.9386995451837283	-0.3446134368533685	0.9998470958058958	-0.0035167324485078	-0.0171294366924779	0.0148674811769060	-0.3447184307006924	0.9385883877071499
